gyroX,gyroY,gyroZ,accelX,accelY,accelZ
 -2.08, 0.93, -0.96,0.07, 0.09, 1.02
 -2.14, 1.11, -0.98,0.07, 0.09, 1.02
 -2.20, 0.85, -0.91,0.08, 0.09, 1.01
 -2.06, 1.05, -0.70,0.07, 0.08, 1.02
 -2.00, 0.79, -0.74,0.07, 0.09, 1.03
 -2.06, 0.73, -0.77,0.07, 0.08, 1.02
 -1.96, 0.70, -0.65,0.07, 0.09, 1.01
 -1.76, 0.82, -0.59,0.07, 0.09, 1.02
 -1.85, 0.92, -0.58,0.08, 0.09, 1.03
 -1.97, 0.95, -0.71,0.07, 0.09, 1.02
 -1.99, 0.78, -0.73,0.08, 0.09, 1.02
 -1.87, 0.95, -0.90,0.07, 0.09, 1.02
 -1.95, 1.10, -0.94,0.07, 0.09, 1.01
 -2.09, 1.00, -0.89,0.07, 0.09, 1.02
 -1.86, 0.97, -0.74,0.07, 0.09, 1.02
 -2.08, 0.79, -0.86,0.07, 0.09, 1.03
 -1.84, 0.81, -0.73,0.08, 0.09, 1.03
 -1.85, 0.77, -0.68,0.08, 0.09, 1.02
 -1.85, 1.08, -0.70,0.08, 0.09, 1.02
 -1.88, 0.91, -0.78,0.08, 0.09, 1.02
 -1.88, 0.95, -0.69,0.07, 0.09, 1.03
 -1.99, 0.94, -0.59,0.07, 0.09, 1.02
 -1.86, 1.08, -0.76,0.07, 0.09, 1.02
 -1.87, 0.82, -0.43,0.06, 0.09, 1.03
 -1.82, 0.78, -0.53,0.08, 0.09, 1.02
 -1.87, 0.83, -0.60,0.08, 0.10, 1.02
 -1.94, 1.08, -0.89,0.08, 0.08, 1.02
 -1.91, 0.79, -0.71,0.08, 0.09, 1.03
 -2.01, 1.08, -0.99,0.08, 0.10, 1.02
 -1.82, 0.93, -0.89,0.08, 0.09, 1.02
 -1.97, 0.90, -0.79,0.07, 0.09, 1.02
 -1.91, 0.94, -0.69,0.07, 0.09, 1.02
 -1.82, 0.88, -0.72,0.08, 0.09, 1.03
 -1.92, 0.80, -0.76,0.08, 0.09, 1.03
 -1.91, 0.82, -0.69,0.07, 0.09, 1.02
 -1.88, 1.01, -0.64,0.08, 0.09, 1.01
 -1.81, 0.79, -0.59,0.07, 0.09, 1.02
 -2.18, 0.79, -0.82,0.08, 0.10, 1.02
 -2.07, 1.09, -0.63,0.08, 0.09, 1.02
 -2.08, 1.10, -0.85,0.07, 0.09, 1.03
 -1.98, 0.79, -0.73,0.08, 0.09, 1.03
 -1.96, 0.94, -0.85,0.08, 0.09, 1.02
 -1.81, 1.14, -0.66,0.07, 0.09, 1.01
 -1.82, 0.92, -0.82,0.07, 0.09, 1.03
 -1.70, 1.01, -0.85,0.07, 0.08, 1.01
 -2.20, 0.89, -0.84,0.07, 0.09, 1.02
 -1.85, 0.86, -0.89,0.08, 0.09, 1.02
 -2.05, 0.69, -0.75,0.07, 0.08, 1.02
 -1.88, 1.04, -0.76,0.07, 0.08, 1.02
 -2.10, 0.80, -0.68,0.07, 0.10, 1.02
 -1.90, 0.91, -0.69,0.07, 0.09, 1.02
 -1.98, 1.11, -0.94,0.08, 0.09, 1.02
 -2.08, 0.92, -0.67,0.08, 0.09, 1.03
 -2.26, 0.76, -0.75,0.07, 0.09, 1.02
 -1.84, 0.99, -0.92,0.07, 0.09, 1.02
 -1.85, 1.12, -0.81,0.08, 0.09, 1.02
 -1.95, 0.64, -0.78,0.07, 0.10, 1.02
 -2.04, 0.89, -0.69,0.08, 0.09, 1.02
 -1.85, 0.94, -0.76,0.07, 0.10, 1.01
 -2.26, 1.05, -0.64,0.07, 0.10, 1.03
 -1.72, 0.88, -0.63,0.07, 0.09, 1.02
 -1.96, 0.94, -0.73,0.07, 0.08, 1.02
 -2.11, 0.98, -0.50,0.06, 0.10, 1.02
 -1.76, 0.92, -0.67,0.07, 0.09, 1.02
 -2.02, 0.93, -0.77,0.08, 0.08, 1.01
 -2.03, 0.79, -0.67,0.08, 0.09, 1.02
 -1.99, 0.85, -0.81,0.07, 0.08, 1.02
 -1.90, 0.92, -0.75,0.08, 0.09, 1.02
 -1.84, 0.74, -0.76,0.07, 0.08, 1.03
 -2.15, 0.99, -0.79,0.08, 0.09, 1.02
 -1.86, 0.90, -1.06,0.08, 0.09, 1.02
 -2.00, 1.02, -0.82,0.07, 0.09, 1.03
 -2.10, 0.97, -0.71,0.08, 0.09, 1.01
 -1.82, 0.94, -0.83,0.07, 0.08, 1.03
 -2.16, 0.91, -0.60,0.07, 0.10, 1.02
 -1.92, 0.91, -0.76,0.08, 0.09, 1.02
 -1.96, 1.02, -0.65,0.08, 0.10, 1.02
 -2.01, 0.79, -0.68,0.08, 0.10, 1.02
 -2.05, 0.89, -0.76,0.07, 0.08, 1.02
 -1.88, 0.87, -0.65,0.07, 0.08, 1.03
 -2.00, 0.87, -0.82,0.07, 0.08, 1.02
 -1.89, 0.76, -0.85,0.07, 0.09, 1.03
 -1.98, 0.87, -0.87,0.08, 0.09, 1.02
 -2.11, 0.95, -0.85,0.07, 0.08, 1.01
 -1.99, 0.93, -0.86,0.07, 0.09, 1.01
 -1.92, 0.94, -0.82,0.08, 0.09, 1.01
 -2.19, 1.08, -0.69,0.07, 0.10, 1.02
 -2.08, 0.93, -0.63,0.08, 0.10, 1.03
 -2.16, 1.05, -0.79,0.07, 0.09, 1.02
 -2.06, 1.11, -0.53,0.07, 0.09, 1.03
 -1.82, 0.93, -0.40,0.08, 0.08, 1.02
 -1.81, 0.73, -0.59,0.07, 0.08, 1.03
 -1.98, 0.88, -0.69,0.07, 0.09, 1.02
 -1.98, 0.85, -0.75,0.07, 0.09, 1.02
 -1.98, 0.81, -0.60,0.08, 0.09, 1.01
 -2.08, 1.03, -0.89,0.07, 0.09, 1.02
 -2.09, 0.81, -0.98,0.08, 0.09, 1.03
 -1.98, 0.92, -0.77,0.07, 0.09, 1.02
 -2.14, 0.99, -0.95,0.07, 0.09, 1.03
 -1.85, 0.98, -0.64,0.06, 0.09, 1.02
 -1.79, 1.09, -0.63,0.07, 0.09, 1.02
 -1.73, 0.89, -0.60,0.07, 0.09, 1.02
 -1.71, 0.93, -0.69,0.07, 0.09, 1.02
 -1.69, 0.88, -0.70,0.07, 0.09, 1.03
 -2.05, 0.90, -0.89,0.07, 0.09, 1.02
 -1.85, 1.03, -0.86,0.07, 0.10, 1.02
 -2.18, 0.86, -0.82,0.08, 0.09, 1.03
 -1.87, 0.93, -0.85,0.06, 0.10, 1.02
 -1.82, 1.13, -1.04,0.08, 0.09, 1.01
 -2.05, 1.02, -0.83,0.07, 0.09, 1.02
 -2.04, 1.16, -0.79,0.07, 0.08, 1.03
 -1.89, 0.85, -0.94,0.07, 0.09, 1.03
 -1.89, 0.92, -0.63,0.08, 0.09, 1.01
 -1.82, 0.99, -0.68,0.07, 0.09, 1.03
 -1.97, 1.15, -0.58,0.08, 0.09, 1.02
 -2.02, 0.71, -0.83,0.08, 0.10, 1.02
 -1.95, 0.73, -0.43,0.08, 0.09, 1.02
 -1.89, 0.75, -0.72,0.08, 0.08, 1.01
 -2.05, 1.05, -0.69,0.07, 0.09, 1.04
 -1.89, 0.69, -0.82,0.07, 0.09, 1.02
 -1.92, 1.00, -0.98,0.08, 0.09, 1.02
 -2.03, 1.01, -0.77,0.07, 0.09, 1.02
 -1.89, 0.75, -0.90,0.07, 0.09, 1.02
 -1.95, 0.79, -0.91,0.07, 0.09, 1.03
 -2.23, 0.85, -0.69,0.08, 0.10, 1.02
 -1.99, 0.87, -0.88,0.08, 0.09, 1.01
 -1.99, 1.05, -0.54,0.07, 0.09, 1.04
 -1.74, 0.67, -0.56,0.07, 0.09, 1.02
 -2.00, 0.95, -0.71,0.08, 0.09, 1.01
 -1.98, 0.89, -0.52,0.07, 0.09, 1.02
 -1.90, 0.98, -0.70,0.07, 0.09, 1.02
 -1.79, 0.90, -0.74,0.07, 0.09, 1.02
 -2.04, 0.91, -0.73,0.08, 0.09, 1.03
 -1.95, 0.95, -1.01,0.07, 0.09, 1.02
 -1.96, 1.14, -0.75,0.08, 0.09, 1.03
 -1.80, 0.90, -0.91,0.08, 0.10, 1.03
 -2.02, 1.23, -0.81,0.08, 0.09, 1.02
 -2.15, 1.02, -0.79,0.07, 0.09, 1.03
 -1.92, 0.94, -0.82,0.07, 0.10, 1.02
 -1.81, 0.88, -0.71,0.07, 0.09, 1.01
 -2.00, 0.92, -0.69,0.08, 0.09, 1.01
 -2.15, 0.81, -0.64,0.07, 0.09, 1.02
 -2.09, 0.82, -0.79,0.07, 0.10, 1.03
 -2.04, 0.79, -0.69,0.08, 0.09, 1.02
 -1.98, 0.99, -0.73,0.07, 0.10, 1.01
 -2.11, 0.76, -0.79,0.07, 0.09, 1.02
 -2.07, 0.93, -0.89,0.08, 0.09, 1.03
 -2.11, 0.96, -0.89,0.08, 0.09, 1.01
 -2.13, 0.82, -0.87,0.08, 0.09, 1.02
 -2.07, 0.76, -0.85,0.07, 0.09, 1.01
 -1.95, 0.69, -0.81,0.07, 0.09, 1.02
 -1.71, 0.79, -0.64,0.07, 0.09, 1.02
 -2.19, 0.95, -0.76,0.08, 0.09, 1.02
 -2.07, 0.78, -0.76,0.08, 0.09, 1.02
 -1.96, 0.95, -0.53,0.08, 0.10, 1.02
 -1.89, 0.85, -0.56,0.08, 0.09, 1.02
 -1.91, 0.91, -0.60,0.07, 0.09, 1.03
 -1.87, 0.79, -0.79,0.08, 0.09, 1.03
 -1.90, 0.76, -0.74,0.08, 0.09, 1.02
 -1.98, 0.79, -0.90,0.07, 0.09, 1.03
 -2.03, 0.81, -0.75,0.07, 0.09, 1.02
 -1.66, 0.95, -0.85,0.08, 0.09, 1.02
 -1.97, 1.06, -0.92,0.08, 0.09, 1.02
 -1.98, 1.11, -0.86,0.07, 0.10, 1.02
 -1.96, 0.91, -0.84,0.07, 0.09, 1.03
 -2.00, 1.15, -0.79,0.07, 0.09, 1.03
 -2.02, 0.84, -0.56,0.07, 0.09, 1.02
 -1.93, 0.92, -0.60,0.07, 0.09, 1.02
 -2.00, 0.98, -0.85,0.07, 0.09, 1.02
 -1.98, 0.88, -0.56,0.07, 0.09, 1.02
 -1.76, 1.08, -0.64,0.07, 0.09, 1.03
 -2.02, 1.07, -0.68,0.07, 0.09, 1.02
 -1.85, 1.02, -0.85,0.08, 0.09, 1.03
 -1.79, 1.09, -0.92,0.07, 0.09, 1.02
 -2.07, 0.92, -0.92,0.07, 0.09, 1.02
 -1.82, 1.04, -0.84,0.07, 0.09, 1.03
 -1.95, 0.89, -0.95,0.07, 0.09, 1.02
 -2.02, 0.88, -1.01,0.07, 0.09, 1.02
 -1.69, 1.11, -1.00,0.07, 0.09, 1.02
 -1.93, 1.02, -0.64,0.07, 0.09, 1.03
 -1.85, 0.85, -0.81,0.08, 0.09, 1.02
 -2.34, 0.86, -0.69,0.08, 0.09, 1.02
 -2.02, 1.22, -0.71,0.07, 0.09, 1.02
 -2.02, 0.98, -0.80,0.07, 0.10, 1.03
 -2.10, 0.94, -0.74,0.07, 0.09, 1.01
 -1.92, 1.05, -0.70,0.07, 0.09, 1.02
 -1.95, 0.85, -0.80,0.07, 0.09, 1.02
 -1.75, 0.85, -0.94,0.08, 0.09, 1.01
 -1.72, 0.87, -0.76,0.07, 0.09, 1.02
 -1.95, 0.87, -0.92,0.08, 0.09, 1.02
 -1.95, 1.00, -0.78,0.07, 0.09, 1.02
 -2.10, 1.02, -0.66,0.08, 0.09, 1.02
 -2.00, 1.14, -0.76,0.08, 0.09, 1.03
 -1.84, 1.08, -0.64,0.08, 0.10, 1.02
 -1.98, 1.05, -0.66,0.08, 0.09, 1.02
 -2.11, 1.03, -0.47,0.07, 0.09, 1.02
 -1.94, 0.69, -0.56,0.08, 0.09, 1.02
 -1.94, 0.66, -0.74,0.07, 0.09, 1.02
 -1.85, 0.76, -0.55,0.07, 0.09, 1.02
 -1.85, 0.84, -0.69,0.07, 0.09, 1.02
 -1.83, 0.89, -0.82,0.08, 0.08, 1.02
 -1.77, 1.01, -0.82,0.07, 0.09, 1.01
 -1.94, 0.92, -0.79,0.08, 0.09, 1.01
 -1.82, 0.94, -0.73,0.07, 0.09, 1.02
 -2.26, 0.74, -0.84,0.07, 0.09, 1.02
 -1.79, 1.00, -0.90,0.07, 0.09, 1.03
 -1.66, 0.98, -0.74,0.07, 0.10, 1.03
 -1.89, 0.56, -0.61,0.07, 0.09, 1.03
 -1.92, 0.79, -0.51,0.08, 0.09, 1.02
 -2.07, 0.76, -0.80,0.07, 0.08, 1.02
 -1.93, 0.98, -0.85,0.07, 0.09, 1.02
 -2.35, 0.84, -0.68,0.08, 0.10, 1.02
 -2.12, 0.65, -0.69,0.08, 0.09, 1.03
 -1.97, 1.02, -0.82,0.07, 0.09, 1.02
 -1.90, 1.04, -0.71,0.08, 0.09, 1.02
 -2.03, 0.92, -0.79,0.07, 0.09, 1.02
 -1.76, 1.25, -0.95,0.07, 0.09, 1.03
 -1.84, 0.95, -0.69,0.08, 0.09, 1.02
 -2.04, 0.78, -0.91,0.07, 0.09, 1.02
 -2.02, 1.02, -0.82,0.08, 0.09, 1.02
 -1.75, 1.03, -0.80,0.08, 0.09, 1.01
 -1.99, 0.93, -0.64,0.08, 0.09, 1.02
 -1.95, 0.90, -0.73,0.07, 0.09, 1.02
 -1.60, 1.20, -0.69,0.07, 0.09, 1.03
 -2.25, 0.89, -0.56,0.07, 0.10, 1.02
 -2.11, 0.83, -0.61,0.07, 0.09, 1.02
 -2.02, 0.80, -0.96,0.07, 0.08, 1.02
 -1.89, 1.05, -0.83,0.07, 0.09, 1.02
 -2.05, 0.96, -0.76,0.08, 0.09, 1.02
 -1.84, 0.94, -0.98,0.08, 0.09, 1.02
 -1.79, 1.08, -0.89,0.07, 0.09, 1.01
 -2.22, 1.15, -0.87,0.07, 0.09, 1.03
 -2.08, 0.84, -0.94,0.07, 0.09, 1.02
 -1.99, 0.85, -0.69,0.07, 0.10, 1.02
 -2.24, 0.72, -0.56,0.07, 0.09, 1.02
 -1.83, 0.84, -0.72,0.07, 0.09, 1.02
 -1.79, 1.03, -0.54,0.07, 0.10, 1.02
 -2.11, 0.95, -0.66,0.07, 0.09, 1.03
 -1.90, 0.89, -0.55,0.08, 0.09, 1.02
 -1.90, 0.89, -0.79,0.07, 0.09, 1.02
 -2.13, 1.07, -0.76,0.08, 0.09, 1.03
 -2.22, 0.76, -1.06,0.07, 0.09, 1.03
 -1.99, 1.08, -0.93,0.07, 0.09, 1.02
 -1.76, 0.82, -0.70,0.07, 0.10, 1.02
 -2.02, 0.86, -0.95,0.07, 0.08, 1.02
 -2.06, 1.07, -0.92,0.07, 0.09, 1.02
 -1.99, 0.98, -0.50,0.08, 0.09, 1.02
 -2.10, 1.11, -0.77,0.08, 0.09, 1.02
 -1.87, 1.06, -0.79,0.08, 0.09, 1.01
 -2.05, 0.98, -0.63,0.07, 0.09, 1.03
 -1.72, 1.00, -0.71,0.07, 0.09, 1.02
 -2.04, 1.04, -0.66,0.08, 0.08, 1.02
 -1.86, 0.89, -0.72,0.06, 0.09, 1.03
 -1.85, 0.78, -0.76,0.08, 0.09, 1.03
 -2.00, 0.87, -1.04,0.08, 0.09, 1.03
 -1.91, 0.86, -0.99,0.08, 0.10, 1.02
 -2.11, 0.79, -0.86,0.08, 0.09, 1.03
 -2.07, 0.82, -0.80,0.08, 0.08, 1.02
 -1.98, 0.92, -0.79,0.08, 0.09, 1.03
 -2.07, 1.03, -0.84,0.07, 0.10, 1.02
 -1.80, 0.65, -0.94,0.07, 0.10, 1.03
 -1.92, 1.07, -0.70,0.07, 0.09, 1.03
 -2.22, 1.06, -0.63,0.08, 0.09, 1.02
 -1.83, 0.75, -0.61,0.07, 0.09, 1.03
 -2.01, 0.63, -0.76,0.07, 0.09, 1.02
 -1.94, 0.89, -0.87,0.08, 0.09, 1.02
 -1.86, 0.48, -0.67,0.07, 0.10, 1.02
 -1.90, 0.85, -0.80,0.07, 0.08, 1.02
 -1.85, 0.95, -0.73,0.07, 0.09, 1.02
 -2.08, 0.90, -0.75,0.07, 0.10, 1.03
 -1.87, 0.88, -1.02,0.07, 0.09, 1.02
 -1.76, 0.93, -0.76,0.07, 0.09, 1.03
 -2.04, 0.89, -0.91,0.07, 0.09, 1.02
 -1.82, 0.87, -0.62,0.07, 0.08, 1.02
 -1.95, 0.77, -0.80,0.08, 0.09, 1.02
 -2.05, 1.09, -0.61,0.07, 0.09, 1.03
 -2.05, 1.28, -0.53,0.08, 0.09, 1.02
 -1.60, 1.15, -0.65,0.08, 0.09, 1.03
 -2.30, 1.00, -0.64,0.07, 0.09, 1.03
 -1.98, 0.89, -0.79,0.07, 0.09, 1.02
 -1.82, 0.72, -0.76,0.07, 0.09, 1.03
 -1.72, 0.89, -0.81,0.07, 0.09, 1.02
 -2.02, 0.86, -0.80,0.07, 0.09, 1.02
 -2.00, 0.92, -0.96,0.07, 0.09, 1.03
 -1.95, 1.02, -1.06,0.08, 0.10, 1.02
 -2.30, 0.76, -0.85,0.08, 0.09, 1.02
 -2.15, 0.98, -0.77,0.07, 0.09, 1.03
 -1.69, 1.01, -0.73,0.07, 0.09, 1.02
 -1.97, 1.05, -0.69,0.07, 0.09, 1.02
 -2.16, 0.81, -0.53,0.07, 0.09, 1.03
 -1.83, 0.87, -0.73,0.07, 0.09, 1.02
 -1.89, 0.69, -0.58,0.07, 0.09, 1.02
 -2.12, 1.10, -0.74,0.07, 0.09, 1.02
 -1.99, 0.93, -0.84,0.07, 0.10, 1.03
 -1.79, 0.79, -0.84,0.07, 0.09, 1.02
 -2.16, 1.02, -0.95,0.08, 0.10, 1.03
 -2.20, 0.85, -0.97,0.07, 0.10, 1.02
 -2.05, 1.11, -0.89,0.08, 0.09, 1.02
 -1.89, 0.91, -0.90,0.07, 0.09, 1.03
 -2.11, 0.82, -0.56,0.07, 0.09, 1.02
 -2.08, 0.82, -0.68,0.07, 0.08, 1.02
 -1.82, 0.85, -0.68,0.08, 0.09, 1.02
 -1.98, 0.87, -0.78,0.07, 0.09, 1.02
 -2.08, 1.00, -0.69,0.07, 0.09, 1.02
 -1.82, 1.07, -0.84,0.08, 0.09, 1.02
 -2.00, 0.95, -0.73,0.07, 0.10, 1.02
 -2.27, 0.72, -0.92,0.08, 0.09, 1.03
 -1.57, 1.06, -0.76,0.07, 0.09, 1.03
 -2.05, 0.79, -0.95,0.08, 0.09, 1.02
 -2.10, 0.84, -0.85,0.07, 0.09, 1.02
 -2.11, 0.82, -0.99,0.07, 0.09, 1.01
 -1.79, 1.14, -1.16,0.07, 0.09, 1.02
 -2.01, 0.91, -0.95,0.07, 0.09, 1.03
 -1.94, 1.11, -0.64,0.08, 0.10, 1.02
 -1.92, 0.79, -0.84,0.08, 0.10, 1.02
 -2.07, 0.83, -0.65,0.08, 0.09, 1.02
 -2.04, 1.06, -0.60,0.08, 0.10, 1.02
 -1.82, 1.07, -0.89,0.07, 0.09, 1.02
 -1.88, 1.06, -0.88,0.07, 0.09, 1.03
 -2.11, 0.83, -0.73,0.07, 0.09, 1.02
 -1.89, 0.69, -0.84,0.07, 0.09, 1.03
 -1.82, 0.86, -0.95,0.07, 0.09, 1.01
 -2.02, 0.90, -0.79,0.07, 0.09, 1.03
 -2.07, 1.02, -0.86,0.08, 0.10, 1.03
 -1.72, 0.87, -0.85,0.08, 0.09, 1.02
 -1.88, 0.71, -0.82,0.07, 0.09, 1.02
 -2.17, 1.15, -0.73,0.08, 0.10, 1.02
 -1.83, 1.08, -0.70,0.07, 0.08, 1.02
 -1.90, 0.92, -0.69,0.07, 0.09, 1.03
 -2.07, 0.84, -0.51,0.07, 0.09, 1.02
 -1.92, 0.90, -0.60,0.07, 0.09, 1.02
 -1.93, 0.87, -0.47,0.07, 0.09, 1.02
 -2.14, 1.14, -0.73,0.07, 0.10, 1.01
 -2.21, 1.02, -0.79,0.07, 0.09, 1.01
 -1.93, 0.94, -0.89,0.08, 0.08, 1.03
 -2.06, 1.02, -0.93,0.08, 0.09, 1.03
 -2.21, 0.82, -0.72,0.07, 0.09, 1.02
 -1.87, 0.82, -0.96,0.08, 0.08, 1.03
 -2.05, 0.87, -0.79,0.07, 0.09, 1.02
 -1.92, 0.98, -0.70,0.07, 0.09, 1.03
 -1.91, 0.74, -0.63,0.07, 0.09, 1.02
 -1.96, 0.92, -0.72,0.07, 0.09, 1.02
 -1.98, 0.92, -0.70,0.08, 0.09, 1.02
 -2.14, 1.15, -0.63,0.07, 0.10, 1.03
 -2.10, 1.26, -0.68,0.07, 0.09, 1.02
 -2.20, 0.98, -0.66,0.07, 0.09, 1.03
 -2.01, 0.95, -0.75,0.07, 0.09, 1.02
 -1.97, 0.86, -0.87,0.07, 0.08, 1.02
 -1.83, 0.93, -0.91,0.07, 0.09, 1.02
 -2.19, 0.85, -0.84,0.08, 0.09, 1.03
 -1.68, 0.69, -0.87,0.07, 0.09, 1.02
 -1.92, 0.98, -0.73,0.08, 0.10, 1.02
 -2.03, 0.69, -0.79,0.08, 0.10, 1.02
 -1.89, 0.79, -0.87,0.07, 0.09, 1.03
 -1.98, 0.89, -0.74,0.08, 0.09, 1.02
 -2.08, 0.84, -0.48,0.08, 0.09, 1.02
 -2.11, 0.88, -0.65,0.07, 0.09, 1.03
 -1.71, 0.87, -0.77,0.08, 0.09, 1.02
 -1.91, 0.66, -0.82,0.07, 0.09, 1.03
 -2.03, 1.05, -0.86,0.08, 0.09, 1.02
 -1.76, 0.95, -0.77,0.07, 0.09, 1.01
 -1.98, 0.98, -0.88,0.07, 0.08, 1.02
 -2.05, 0.96, -0.83,0.07, 0.08, 1.02
 -1.76, 0.82, -0.85,0.07, 0.09, 1.03
 -1.83, 0.79, -0.83,0.07, 0.09, 1.02
 -1.89, 1.04, -0.99,0.07, 0.09, 1.03
 -1.95, 1.02, -0.70,0.08, 0.09, 1.01
 -2.05, 0.76, -0.82,0.08, 0.09, 1.02
 -1.98, 0.89, -0.60,0.07, 0.09, 1.03
 -2.02, 0.90, -0.71,0.06, 0.09, 1.02
 -2.00, 0.89, -0.60,0.08, 0.10, 1.01
 -1.97, 0.93, -0.88,0.08, 0.09, 1.02
 -1.98, 1.01, -0.61,0.07, 0.09, 1.03
 -2.07, 0.78, -0.75,0.07, 0.09, 1.02
 -2.06, 1.02, -0.86,0.07, 0.08, 1.02
 -1.88, 0.84, -0.98,0.07, 0.09, 1.02
 -2.20, 0.94, -0.85,0.08, 0.10, 1.03
 -2.00, 0.92, -0.83,0.07, 0.09, 1.03
 -2.01, 0.74, -0.81,0.07, 0.10, 1.02
 -1.82, 0.96, -0.73,0.07, 0.09, 1.02
 -2.08, 0.90, -0.87,0.07, 0.09, 1.02
 -1.89, 1.00, -0.69,0.08, 0.09, 1.02
 -2.10, 1.00, -0.53,0.07, 0.09, 1.02
 -1.99, 1.04, -0.71,0.08, 0.09, 1.02
 -1.83, 1.05, -0.60,0.07, 0.09, 1.03
 -2.02, 0.93, -0.70,0.07, 0.09, 1.03
 -1.89, 0.99, -0.78,0.07, 0.10, 1.02
 -1.96, 0.76, -0.84,0.07, 0.09, 1.02
 -2.09, 0.74, -0.84,0.08, 0.09, 1.02
 -1.96, 0.88, -0.84,0.07, 0.09, 1.01
 -1.88, 0.80, -0.74,0.07, 0.09, 1.03
 -2.02, 1.06, -0.92,0.08, 0.09, 1.01
 -1.89, 0.98, -0.79,0.07, 0.09, 1.02
 -2.01, 1.11, -0.75,0.07, 0.10, 1.02
 -2.16, 1.08, -0.74,0.08, 0.09, 1.02
 -2.02, 1.03, -0.67,0.07, 0.08, 1.03
 -1.99, 0.95, -0.50,0.07, 0.09, 1.03
 -2.11, 0.65, -0.62,0.07, 0.09, 1.03
 -1.94, 0.92, -0.69,0.08, 0.09, 1.03
 -2.00, 1.06, -0.76,0.07, 0.09, 1.02
 -2.01, 0.82, -0.77,0.07, 0.09, 1.02
 -1.85, 0.84, -0.88,0.07, 0.09, 1.02
 -1.97, 0.76, -0.75,0.08, 0.09, 1.02
 -2.05, 0.85, -0.88,0.07, 0.09, 1.03
 -1.85, 1.05, -0.92,0.07, 0.09, 1.02
 -2.28, 0.90, -0.60,0.07, 0.09, 1.03
 -2.08, 0.77, -0.71,0.07, 0.09, 1.02
 -1.78, 0.92, -0.72,0.07, 0.10, 1.02
 -2.22, 0.69, -0.70,0.07, 0.09, 1.02
 -1.96, 1.09, -0.54,0.07, 0.08, 1.02
 -2.15, 0.94, -0.63,0.08, 0.08, 1.03
 -2.14, 0.66, -0.66,0.08, 0.09, 1.02
 -2.11, 1.05, -0.65,0.08, 0.09, 1.02
 -2.08, 0.81, -0.77,0.08, 0.09, 1.02
 -1.90, 0.68, -0.73,0.07, 0.09, 1.02
 -1.85, 1.03, -0.75,0.07, 0.10, 1.03
 -2.12, 1.18, -0.97,0.07, 0.09, 1.02
 -1.89, 0.63, -0.92,0.07, 0.08, 1.02
 -2.08, 0.65, -0.89,0.08, 0.09, 1.03
 -1.89, 1.21, -0.86,0.08, 0.08, 1.02
 -2.01, 1.13, -0.76,0.07, 0.09, 1.02
 -1.99, 0.98, -0.83,0.07, 0.09, 1.03
 -2.10, 0.94, -0.63,0.08, 0.09, 1.02
 -2.31, 1.07, -0.24,0.07, 0.10, 1.02
 -1.85, 0.95, -0.90,0.07, 0.09, 1.03
 -1.85, 1.02, -0.64,0.07, 0.09, 1.02
 -1.95, 0.79, -0.70,0.07, 0.09, 1.02
 -1.76, 0.92, -0.64,0.07, 0.09, 1.02
 -2.12, 0.85, -0.85,0.08, 0.09, 1.03
 -2.00, 0.86, -1.00,0.07, 0.09, 1.02
 -1.85, 0.88, -0.92,0.08, 0.09, 1.02
 -1.92, 1.00, -0.98,0.07, 0.09, 1.02
 -1.76, 0.85, -0.86,0.08, 0.09, 1.02
 -2.16, 0.78, -0.69,0.07, 0.09, 1.03
 -1.87, 0.95, -0.83,0.08, 0.09, 1.02
 -2.05, 0.87, -0.60,0.07, 0.09, 1.03
 -1.87, 0.67, -0.59,0.08, 0.09, 1.02
 -1.83, 0.89, -0.67,0.07, 0.09, 1.02
 -2.05, 0.83, -0.49,0.07, 0.09, 1.02
 -2.02, 0.98, -0.57,0.08, 0.09, 1.02
 -1.89, 1.05, -0.63,0.07, 0.09, 1.02
 -1.87, 0.93, -0.79,0.07, 0.09, 1.03
 -1.92, 0.78, -0.79,0.07, 0.09, 1.02
 -1.82, 0.87, -0.77,0.07, 0.10, 1.03
 -1.84, 0.81, -0.92,0.07, 0.09, 1.02
 -1.89, 1.02, -0.79,0.07, 0.09, 1.02
 -1.89, 0.88, -0.92,0.07, 0.09, 1.02
 -2.01, 0.71, -0.88,0.07, 0.09, 1.03
 -1.95, 1.11, -0.86,0.08, 0.09, 1.02
 -2.00, 1.17, -0.62,0.08, 0.10, 1.02
 -2.15, 0.90, -0.62,0.07, 0.09, 1.03
 -1.91, 0.90, -0.65,0.08, 0.09, 1.02
 -1.98, 0.95, -0.50,0.07, 0.09, 1.03
 -2.15, 0.79, -0.76,0.07, 0.09, 1.02
 -1.89, 0.94, -0.90,0.08, 0.09, 1.01
 -1.73, 0.98, -0.95,0.08, 0.09, 1.03
 -2.09, 0.89, -0.88,0.07, 0.10, 1.02
 -2.06, 0.83, -0.98,0.07, 0.10, 1.02
 -1.85, 0.95, -0.85,0.08, 0.09, 1.02
 -1.98, 0.80, -0.91,0.08, 0.09, 1.02
 -1.79, 1.02, -0.79,0.08, 0.09, 1.03
 -1.88, 0.88, -0.51,0.08, 0.09, 1.02
 -1.89, 1.08, -0.71,0.07, 0.09, 1.01
 -1.96, 0.86, -0.58,0.08, 0.09, 1.01
 -1.79, 0.66, -0.68,0.08, 0.08, 1.02
